total_path,text,emotion
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M015.wav,"(그지?+아이) 무슨 생각? 언제?
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M016.wav,"o/ N/ 그 때. (아이)
",1
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M017.wav,"아 그때 나 완전 제정신 아니였어.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M018.wav,"그때 나 진짜 세상이 무너지는 줄 알았다니까. o/ N/ 어? l/ 나 모든 걸 다 잃는 줄 알았어.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M019.wav,"깜짝 놀랬었다 진짜 그때.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M020.wav,"b/ 내가 이래봬도 내가 강남에서 유명한 의사야. o/ 어? 손님들이 다 선생님 선생님 하는 (의사라고).
",1
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M021.wav,"n/ 아 무슨 말을 또 왜 그러실까? 갑자기. n/ o/
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M022.wav,"(그랬었던 거 같은+아유) 아유 언제적이야 언제적 (사람이야).
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M023.wav,"(살면서+아이) 뭐 같이 살면 알지 뭐 (그걸 굳이).
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M024.wav,"지금도 충분히 아는 거 같은데 뭐.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M025.wav,"아이 (됐어 뭘 얘기야 빨리 빨리 자+애도 자는 사람 들어봅시다 어) 자 빨리.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M026.wav,"o/ N/ 귀찮게 하지마.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M027.wav,"뭐 빨리 자 빨리.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M028.wav,"아이 잘 시간 피곤해 나 지금 u/ (퇴근해서).
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M029.wav,"아이 참. o/ (아니)
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M030.wav,"아이 좀 말할 때 좀 (제대로 들어).
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M031.wav,"아 (됐어 그만해)
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M032.wav,"사. o/
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M033.wav,"사 o/ N/ 사사 사 사.
",1
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M034.wav,"사.
",1
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M035.wav,"(뭐+사) 내일 재료 맛있는 거 사.
",1
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M036.wav,"아니 충분히 마음을 아는 거 같은데 뭐.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M037.wav,"아이.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M038.wav,"아이 사랑해. o/ N/ 사랑해. 자 빨리.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M039.wav,"아.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M040.wav,"먹고 싶은 거?
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M041.wav,"아이 니가 만들어 주는거야 다 맛있지.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M042.wav,"(또+아니야) 진짜야 다 맛있어.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M043.wav,"응.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M044.wav,"응.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M045.wav,"(아니구+아니) 아니야 아니야 진짜. o/
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M046.wav,"야 우리병원 사람들도 너가 해주는 거 다 맛있다 그랬었어. o/ 나 잔다 이제.
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M047.wav,"b/ 병원 사람들이 (니가 만든).
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M048.wav,"b/ 유부초밥 o/ N/ 맛있었어. 어 유부초밥. (유부초밥 해줘)
",0
./KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M049.wav,"아이 아니야 됐어. 뭘 자꾸 그걸 말해달래. 자.
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M001.wav,"어 엄마 왔어?
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M002.wav,"아유 고생했다. b/
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M003.wav,"아니 그냥 뭐 b/ o/ 아 엄마.
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M004.wav,"그 내가 말했던 그 맨날 회사에 그 괴롭히 나 괴롭힌다는 김부장 있잖아.
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M005.wav,"아이 그랬더니.
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M006.wav,"걔가 나보고 못 생겨서 일도 못 한다고.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M007.wav,"아니 오늘 그래서 마이크로 맞았다니까.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M008.wav,"아이 지는 진짜 얼마나 잘났다고.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M009.wav,"아이 엄마 내 말 듣고 있어? 나 마이크로 맞았다니까.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M010.wav,"나 이해가 안 돼. 자기는 진짜 얼마나 잘났다고, 자기 여자친구 자랑만 하고 아니 심지어 선희 욕까지 하더라니까. 안 그래도 지금 선희랑 싸워서 기분도 안 좋아 죽겠는데 씨.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M011.wav,"아. n/ 아우 짜증나 진짜. 아 엄만 내 말 듣고 있어? n/ o/ 내 말 들었어? 내가 방금 무슨 말 했는지 들었어? n/
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M012.wav,"(듣지+아우) 아 엄마 내가 회사에서 치이고 여자친구한테 치이고 나 지금 외롭고 힘들어 어? 내 말 좀 들어줬으면 좋겠는데 엄마까지 왜 그러냐?
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M013.wav,"b/ 아 됐어 씨 엄마랑도 말 안 할거야.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M014.wav,"b/ 진짜 세상살기 힘들다.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M015.wav,"아 몰라 이유도 모르겠어 헤어질 거 같애.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M016.wav,"아.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M017.wav,"b/ 지금 이 와중에 그게 뭐 그게 무슨 말이야.
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M018.wav,"엄마 나 선희 진짜 좋아해. 어?
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M019.wav,"아 진짜 엄마 선희에 대해서 함부로 말하지 마. 엄만 사랑을 몰라.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M020.wav,"n/ 그게 무슨 말이야. 씨.
",3
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M021.wav,"b/ 아이 몰라. 아 b/ n/ 귀찮아.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M022.wav,"아이 아빠 얘기는 또 왜 하는 거야.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M023.wav,"b/ 엄마도 잊어버려.
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M024.wav,"미안해. b/
",5
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M025.wav,"그래. n/ u/.
",0
./KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M026.wav,"그래 응 먹자 엄마. n/
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M001.wav,"b/ 아니 윤희씨.
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M002.wav,"이 파스타를 지금 어떻게 맛을 낸 거죠?
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M003.wav,"이게 지금 강한게 아니라 떫은 맛이 나는데. (에+이) 떫은 맛은 뭐에요 그럼? n/
",6
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M004.wav,"o/ 페페로치니.
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M005.wav,"그거말고 지금 다른 향신료를 넣은 거 같은데, 확인해봤어요? o/ u/ 밋밋해서 그런거야. 마늘스톡을 넣어야지 지금 생물에다가 마늘 넣고 지금 그런 거 아니에요?
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M006.wav,"이 레시피 누가 만든건데요? n/ 미진씨가 만든거에요?
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M007.wav,"면은 면은 몇 번 삶았는데요? 7분 삶은 거 맞아요? 알단테? 그것도 아닌 거 같은데 아니 음식을 b/ 이 누구 먹으라고 만든거지? o/ 음식할 때 무슨 마음으로 만든 거에요?
",6
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M008.wav,"아니 n/ 먹어봤어요? 당 지금 미진씨가 (만든 거).
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M009.wav,"b/ 내가 봤을 땐 전혀 아닌 거 같은데. b/ 함 다시 한번 만들어볼래요?
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M010.wav,"아니 기름도 올리브유 쓴 거 맞아요?
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M011.wav,"내가 맛을 봤을 땐 지금 완전 식용유나 카놀라유로 그냥.
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M012.wav,"(음식을 나갔어 제가+아니 알겠어요) 그 이 튀김은. 이 튀김이랑 덴뿌라랑 탕수육은 어떻게 만들었는데요. o/ 이건 튀김옷이 두껍고, 이건 튀김옷이 얇고. n/
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M013.wav,"아니 주방 저 오기 전에 주방 책임자 아니셨나요?
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M014.wav,"책임자였으면 책임을 져야죠? (네)
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M015.wav,"(아니 지금 그걸 말이라고 해요? 지금?+좀 무심했던 건 맞는데요)
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M016.wav,"아 자존심 안 상해요?
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M017.wav,"아니 o/ 음식 만들때 무슨 생각으로 음식을 만들지 무슨 마음으로 음식을 만드는거에요? 손님들 마음을 n/ 생각을 하고 n/ 정성을 다해서 만들어야 되는 거 아니에요? b/
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M018.wav,"아이 기분 나쁘신가보네요.
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M019.wav,"b/
",0
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M020.wav,"n/ 일을 분배를 해서 하는 거잖아요. 네? b/
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M021.wav,"n/ 이걸 만들 수 있고 사람이 먹을 수 있는 음식이여야 팔죠. 예? 아이 그렇게 수상경력도 많은 사람이 음식을 이렇게 만들어? n/
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M022.wav,"이거 진짜 상황 o/ 아주 그냥 n/ 난리났네 난리났어 이거.
",3
./KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M023.wav,"b/ 이렇게 할 수 밖에 없게 만들었잖아요. 지금 미윤씨가 아니 n/ 이럴거면 음식을 하지말고 n/ 서빙이나 하던가 왜 주방 들어와가지고 (u/)
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M001.wav,"네, 부르셨었다고.
",0
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M002.wav,"네?
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M003.wav,"b/ 뭐 어디가 뭐가 비는 거죠?
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M004.wav,"추가비용 발생했다고 징계위원회를 연다구요?
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M005.wav,"아니 부장님.
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M006.wav,"추가비용이 발생했다고 징계위원회를 여는게 b/ 그게 그게 말이 (전 잘 이해가 잘 안되는데)
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M007.wav,"b/ 아니 잠깐만요 징계위원회를 열면.
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M008.wav,"그럼 전 감봉당하고 b/ 저 죄송한데 저 그러면 서 생활하는 게 좀 힘들어져서 b/ 아 그런 (부분은).
",0
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M009.wav,"누가 결정을 하셨는데요.
",0
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M010.wav,"아니. b/ 부장님 한번만 더 윗선에다 그럼 말씀을 해주시면 안될까요? 이렇게 해서 제가 회사 (빨간 줄 u/ 이렇게 하면)
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M011.wav,"혹시 이 프로젝 지금 징계위원회두 전무님이 그럼 여시는거에요?
",2
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M012.wav,"b/ 아 맞네. 부장님 혹시 부장님이랑 전무님이랑 u/ 둘이 짜고 치시는 건 아니시죠?
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M013.wav,"제가 아침에 그 전무님이 흘린 종이를 제가 봤거든요. (장부같던데+무슨) 그 금액 그 큰 금액이 그럼 다 전무님이랑 부장님이 맞네.
",6
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M014.wav,"아 어쩐지. 그럼 그 디자인은 누가 한 건데요? 그것도 전무님이 하셨어요?
",6
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M015.wav,"(이렇게+전무님이랑도) 이야기 할 수 있나요? 지금?
",0
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M016.wav,"아니 그렇잖아요. 이게 전무님 아이디어로 전무님이 뒷돈을 빼돌릴려고 하니까 부장님이 그거 맡아서 지금 저 감봉시키고 짜를라고 하시는 거 (같은데+김대리) 회사도 알고 있는 거죠 이거? n/
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M017.wav,"아니 (부장님+말을) 아 나 어이가 없네. 둘이가 짜고 치고 아 어쩐지 회사에서 말 많았어요. 부장님. o/ 아 이러시면 안 돼죠. 열심히 일하고.
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M018.wav,"인정하시는 건가요?
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M019.wav,"인정하시는 거 같은데 아 죄송한데 저 지금 이거 녹취되고 있거든요. 혹시나 o/ 몰라서 진짜 녹음기 키고 들어왔는데, 아 역시나 진짜 (아 맞네+김대리) 저 이거 인사과에다 다 말할 겁니다. 감찰부랑.
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M020.wav,"아 진짜 너무하십니다. 예? 전무님도 그렇고 부장님도 그렇고 진짜 다 너무하시는거에요. 저 모르겠으니까 저 가보겠습니다. 예 분명히 넘길거에요.
",3
./KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M021.wav,"수고하세요. n/
",6
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F001.wav,"b/ 몰라 b/ 몰라 b/ 어떡해? b/
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F002.wav,"지섭씨 b/ 일단 112에 신고하자.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F003.wav,"아 지금 생각할 게 뭐 있어. b/ 지섭씨는 여기 있어. b/ 일단 일단 내가 가서 보고 올테니깐 (좀 기 기다리고 있어)
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F004.wav,"지섭씨. o/
",2
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F005.wav,"b/ 아니. 그 그게 말이야. b/ 아무것도 b/ 도로에 아무도 없어. b/
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F006.wav,"(잖아+아 그래) b/ 아 근데 근데 지금 없어. b/ 죽었는지 살았는지 우리가 친 사람이 없단 말이야. b/
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F007.wav,"지섭씨. b/ 사람하고 고라니를 구분 못 할 정돈 아니잖아.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F008.wav,"그러니까.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F009.wav,"하 지금 지금 무슨 소리를 하는 거야. b/ 지금 어딘가에 있을 거야. b/ 우리가 사람을 쳤는데 b/ 당연히 찾아서 병원에 데려 가야(지)
",2
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F010.wav,"지섭씨. b/
",2
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F011.wav,"b/ u/ 자기 무섭게 왜 이래.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F012.wav,"b/ 이거 사람이면 사람이면 이러면 안 되는 거잖아. b/ 당신 이런 사람 아니잖아. 왜 이러는 건데.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F013.wav,"(구+아이) 지섭씨. b/ 사람 목숨이 달린 이 사람이 목숨 사람 목숨이 달린 거잖아. b/ 일단 찾아보자. 어? b/ 혹시 모르니깐 경찰에 신고도 하고 b/ 내가 전화할(께)
",3
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F014.wav,"지섭씨 왜그래?
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F015.wav,"b/ 지금 무슨 말이야. b/
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F016.wav,"지섭씨 무서워.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F017.wav,"어. b/ 알았어. b/
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F018.wav,"b/ 지 지 지섭씨. n/ b/ 저 저 저 저 저기 저 저기. b/
",2
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F019.wav,"u/ 저 앞에 사람. b/ 우리가 친 사람 지나가고 있어. b/
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F020.wav,"살아있나봐. b/ 살아있나봐. 어떡해? b/ 어 어떡해.
",4
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F021.wav,"어 뭐 하려고 지금.
",2
./KEMDy19/wav/Session03/Sess03_script01/Sess03_script01_F022.wav,"b/ 지섭씨 제발 그러지마. b/
",4
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F001.wav,"음 맛있다. b/ 근데 자긴 안 먹어?
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F002.wav,"잉 고마워. b/ 근데 b/ 오빠는 꿈이 뭐야? o/
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F003.wav,"아 빨(리)
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F004.wav,"아이 얼른. o/ n/
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F005.wav,"b/ 됐고 b/ 오빠는 내 꿈 안 궁금해?
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F006.wav,"아 뭐야. 나 말 안해.
",3
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F007.wav,"궁금해?
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F008.wav,"b/ 내 꿈은 오빠한테 시집 가는 거.
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F009.wav,"아 어때. 난 오빠 여잔데. 내가 부끄러?
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F010.wav,"b/ 나랑 같이 살려면 꿈이 있어야 되는 거 아니야? n/
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F011.wav,"근데 중국집 얘기는 조금 실망스러워. o/
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F012.wav,"어 완전 맛있겠다.
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F013.wav,"씨 무슨 셋은 낳아야지.
",3
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F014.wav,"아 뭐야.
",3
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F015.wav,"차 b/ 아 나야말로 오빠랑 결혼한대?
",3
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F016.wav,"하도 불쌍하고 보잘것 없어보여서 해준다고 한 거지. b/ n/ 내가 당신처럼 어리버리한 남자를 뭐가 좋다고 결혼을 해.
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F017.wav,"아 됐어.
",5
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F018.wav,"그게 뭔데?
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F019.wav,"l/ 아 이게 뭐야?
",2
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F020.wav,"중국집 젓가락들이잖아. 도대체 몇 개야? b/ 하나 둘 셋 넷. o/ b/
",2
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F021.wav,"뭐? l/ 젓가락 100개? l/ 아니 근데 이걸 왜 날 왜 줘?
",2
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F022.wav,"l/ 아 오빠 너 웃겨. l/ 진짜. o/
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F023.wav,"l/ 아이 그러니까 이 젓가락 100개란게 b/ 우리 만난지 100일 되는 날이라서 준비했다는 거야? l/ o/ (아 진짜)
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F024.wav,"에휴 참 u/.
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F025.wav,"b/ 안되겠다. 오빠랑은 이제 못 만나겠네.
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F026.wav,"오빠같은 사람하곤 이제 못 만나겠다고.
",0
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F027.wav,"이젠 안 만나.
",3
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F028.wav,"대신 같이 살아야겠어. l/ o/
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F029.wav,"b/ 자 오빠는 젓가락 줬지만 난 좋은 거 줄게.
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F030.wav,"b/ 100일 반지. 으이구 이 무능력한 남자야. b/ 여자인 내가 반지를 준비해야겠어? 오빠가 당연히 준비해야지.
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F031.wav,"b/ 미장원에셔 샴푸하면서 동네 아줌마들이 주는 팁좀 모았지. 으이그 오빠는 돈 걱정 하지마. 내가 먹여살릴게.
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F032.wav,"(는+오빠) b/ 누가 선물하고 누가 프로포즈 하면 어때 b/ 난 오빠를 사랑하고 지금이 행복해. 우리 둘이 함께 한다는게 중요하잖아.
",1
./KEMDy19/wav/Session03/Sess03_script02/Sess03_script02_F033.wav,"대신 프로포즈는 내가 먼저 했으니까 결혼식은 정말 멋지게 해줘야 돼? 알았어?
",1
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F001.wav,"네. 이유진입니다.
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F002.wav,"아 어 원래 인서울권 대학에 합격했지만 집안 사정(으로 인해서)
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F003.wav,"l/ 네. 감사합니다.
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F004.wav,"아 아 아 그게 b/ 어 아무래도 학업에 뜻한 바가 있어서 늦게까지 공부를 하게 됐습니다.
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F005.wav,"취미요? b/ 요즘은 유튜브 영상을 찍고 있습니다.
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F006.wav,"아 아니요 어 패션쪽에 관심있어서 옷 코디하고는 방법을 찍어서 올리고 있습니다. l/ o/
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F007.wav,"어 그게 음 b/ 80점 정도 주고 싶습니다.
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F008.wav,"네? 아 어 어째(서)
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F009.wav,"네.
",5
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F010.wav,"네? l/ 아 아 아니요. 없습니다.
",2
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F011.wav,"아니 아니 그런 얘긴 (좀)
",3
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F012.wav,"b/ 회사다닐 때 했습니다.
",3
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F013.wav,"u/ 네? 아 하 b/ 설 설마. o/
",2
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F014.wav,"n/ 사랑을 했다요?
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F015.wav,"네? 아 지 지금 여 여기서 춤추고 노 노래하라고요? b/
",2
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F016.wav,"아 아 아닙니다 아닙니다. 하겠습니다. b/ 사랑을 했다 우리가 만나. o/
",0
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F017.wav,"b/ 원래 면접을 이런 식으로 봐요?
",3
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F018.wav,"b/ l/ 신성? 신성 좋아하고있네 씨 이력서 한 줄 채우려고 내가 특기를 좀 과장되게 썼지만 b/ 그렇다고 이걸 이런 식으로 엮는 거는 오히려 신성모독 아닌가? 당신들 습관인 거 같은데 아 씨 b/ 아 가뜩이나 취직 안되서 괴로워 죽겠는데 사람을 갖고놀아?
",3
./KEMDy19/wav/Session03/Sess03_script03/Sess03_script03_F019.wav,"아무리 약자라고 기본적이고 인간적인 대우를 해줘야 될 거 아니야. n/ 시간 때우려고 니들 심심풀이 땅콩으로 채우려고 지원자 갖고 놀지 말고.
",3
./KEMDy19/wav/Session03/Sess03_script04/Sess03_script04_F001.wav,"안녕하세요 팀장님.
",0
./KEMDy19/wav/Session03/Sess03_script04/Sess03_script04_F002.wav,"회의시작 전이죠?
",0
./KEMDy19/wav/Session03/Sess03_script04/Sess03_script04_F003.wav,"b/ 아 좀 섭섭해서 찾아왔어요. 이번 환경단체 프로젝트에서 저를 빼고 다른 분하고 파트너를 짜셨다면서요.
",0
./KEMDy19/wav/Session03/Sess03_script04/Sess03_script04_F004.wav,"전 차인 거네요? b/
",0
